,Headline,Ranking,Review,ReviewDate
2240,Super oplevelse fra a til z👍😄.,5,"Fint produkt som til fulde levede op til mine forventninger.
 Nem overskuelig hjemmeside.
Let at bestille, og hurtig levering.
Tak for en god oplevelse👍😄.",2019-11-27T20:58:32Z
2241,Flot udvalg,5,Flot udvalg af nyheder,2019-11-27T20:35:27Z
2242,"Ikke eksisterende kommunikation omkring ""Fair use"" politik",1,"Efter at have lagt min black friday ordrer fik jeg efterfølgende en mail om at min bestilling var annulleret pga deres nye ""fair use""-politik. 
For det første, så er det åndsvagt dårlig kundeservice at de ikke har udsendt en informationsmail til alle som denne nye regel påvirker. Hvor svært kan det lige være at strikke en ""vi beklager, men vi må informere om at du er blevet blokeret pga vores fair use politik""-mail sammen og sende ud. 
Det havde da også været utroligt klædeligt at informere om denne nye politik, så man havde mulighed for at ændrer ens indkøbsvaner og dermed ""få lov"" at blive som kunde. Når der tilbydes gratis retur forventer jeg ikke ligefrem at blive blokeret fordi jeg returnerer varer. Jeg har det sidste år stort set kun købt tøj på Boozt, så ja, jeg har også returneret en del - tænk på hvor meget tøj man ville have prøvet på i en virkelig butik og derefter hængt tilbage igen. Jeg har netop ofte fyldt lidt ekstra i kurven nu jeg alligevel skulle bestille en eller to ting, for ""hvad nu hvis den er god"" og pakken skulle jo alligevel frem med de ting jeg havde udset mig. Men det kan jeg da godt se er en fejl nu, selvom det har ført til mersalg ved dem, så er det åbenbart ikke en god taktik når man efterfølgende så bliver blokeret fordi man returnere for meget.",2019-11-27T19:55:47Z
2243,Udelukket/ deaktivere pga. “fair use klausul”,1,"I dag har Boozt valgt, at deaktivere/slettet mig som kunde. Fordi jeg har sendt varer retur. 
Boozt har åbenbart indført en “fair use” policy.  Udfra mine bestillinger de sidste 12 måneder.

Kundeservice vil ikke komme med en forklaring på hvorfor. Andet end, jeg har sendt varer retur. 
Jeg har brugt Boozt’s returpolitk, som hvilken som helst anden kunde vil have gjort. 
Jeg har købt varer hos dem, samt sendt varer retur. Der ikke passede i størrelse, eller ikke var som forventet.
Men uden nogen for advarsel eller information. Vil de ikke have mig som kunde mere, fordi jeg har sendt nogle af mine varer retur.
Trods Boozt skriver, at de har gratis retur fragt, at det er nemt at sende retur, sender reklamer på TV, om at man nemt kan sende retur. 
Vælger de så, at forskelsbehandle Deres kunder. 
De kunder der ikke sender retur, vil de gerne handle med. De kunder der sender varer retur. Vil de ikke handle med mere! De bliver slettet i Deres system. Uden nogen form for advarsel eller information. 

Boozt har altid været en af mine favorit webshop, at handle ved. 
Det har været nemt, for os som familie. At man netop kunne bestille sine varer hjem, lade børn og voksne prøve tøj og sko. Når tiden er til det. Også sende det retur, som ikke passede os.

Netop dette koncept, har Boozt altid givet udtryk for, at det var sådan en oplevelse man som kunde skulle have hos dem.
Som kunde hos Boozt, har der aldrig været en grænse for, hvormeget man kunne sende retur. Så da min ordre i dag, blev afvist, blev jeg noget overrasket. 
Boozt måde at behandle Deres kunder på, er så urimeligt. Som kunde har du ingen chance for at vide, hvornår du har sendt “for meget” retur. Men istedet bliver man deaktiveret som kunde.
Vil mene at denne “fair use” policy Boozt har indført, er en forskelsbehandling af Boozt’s kunder.
Hvis der er problemer med for mange returvarer. Så må I påsætte et retur gebyr. Fremfor at forskelsbehandle Jeres kunder.
Kan se at det ikke kun er mig, at Boozt ikke vil have som kunde mere. Men flere er blevet behandlet på denne måde.

Som afslutning til dette. Forstår jeg ikke, at I stadig sender mig nyhedsmail dagligt, sms’er med tilbud. Når I alligevel ikke vil have mig som kunde!",2019-11-27T19:47:38Z
2244,God og hurtig levering,5,God og hurtig levering - alt godt.,2019-11-27T19:30:26Z
2245,Udelukket pga “fair use klausul”????,1,"Jeg tillader mig at kopiere fra en anden anmelder Malou idet jeg har oplevet fuldstændigt det samme Idag. Jeg er meget rystet og frustreret da jeg er en flittig kunde hos Boozt. Men det slutter nu:
“Udelukket pga ""fair use"" policy
Jeg er i dag blevet udelukket fra boozt - uden advarsel eller info omkring deres ""fair use"" policy, baseret på mine sidste 12måneders bestillinger. Kundeservice kan ikke komme med nogle konkrete forklaringer, de henviser bare til deres ""fair use"" policy, heller ikke kan de sige noget om det er permanent udelukkelse. De skriver bare at de håber jeg finder et andet godt sted at handle? Jeg har ellers været rigtig glad for boozt, og med 4 børn er det bekvemt og nemmere at nethandel, og det troede jeg også konceptet byggede på - så det kom som en meget dårlig overraskelse - jeg har ikke hørt at der skulle være grænser for hvor meget man må returnere? “
Det er virkelig dårlig kundeservice. Simpelthen for ringe Boozt!!",2019-11-27T19:04:50Z
2246,Super god service,5,"Nemt at bestlle, ordrebekræftelsen lå der med det samme og levering dagen efter. Super tilfreds med produktet en computer taske, det er ikke sidste gang jeg handler her.",2019-11-27T18:45:22Z
2247,"Udelukket pga ""fair use"" policy",1,"Jeg er i dag blevet udelukket fra boozt - uden advarsel eller info omkring deres ""fair use"" policy, baseret på mine sidste 12måneders bestillinger. Kundeservice kan ikke komme med nogle konkrete forklaringer, de henviser bare til deres ""fair use"" policy, heller ikke kan de sige noget om det er permanent udelukkelse. De skriver bare at de håber jeg finder et andet godt sted at handle?!? Jeg har ellers været rigtig glad for boozt, idet jeg har 3 børn og det er meget nemmere at prøve tøj/sko herhjemme og returnere hvis størrelsen/pasform ikke passer. Det troede jeg også konceptet byggede på - så det kom som en meget dårlig overraskelse - jeg har ikke hørt at der skulle være grænser for hvor meget man må returnere? Jeg har I øvrigt købt for 30tdkk hos dem i år, så er meget skuffet over hvordan de har behandlet mig som kunde. Jeg kan se at jeg ikke er eneste som de har valgt at behandle på den måde - jeg håber at de laver deres policy om, eller kommer med nogle klare retningslinjer før de ekskluderer kunder, ellers har man jo ikke en jordisk chance at vide hvornår man har returneret for meget...",2019-11-27T16:51:01Z
2248,Super god service,5,Super god service. Har kun handlet her en gang men det er bestemt ikke sidste,2019-11-27T16:11:50Z
2249,Udelukket fra Boozt!,1,"Jeg er i dag blevet udelukket fra at handle på Boozt pga. deres nye ""fair use"" policy. Det er rimelig nok, hvis de vil ændre deres returpolitik, men at de laver en policy der gælder bagudrettet og straffer kunder, de mener har returneret for meget de sidste 12 mdr. er simpelthen urimeligt. Fordelen ved Boozt er, at man kan prøve hjemme i ro og mag og returnere gratis - det reklamerer de jo med i stor stil på deres hjemmeside. Kundeservice kan heller ikke sige noget om, hvor meget du må returnere, før fælden klapper. De kan heller ikke oplyse noget om, hvor længe man er bandlyst. 
Jeg har været trofast kunde i lang tid og er endda for nyligt blevet tilbudt en gratis tur med Oslobåden af Boozt som tak for at være en god kunde - men få uger efter er jeg nu blevet ekskluderer for at handle “uetisk”. Hvordan hænger det lige sammen? Jeg har læst at Boozts marketingschef udtaler, at det kun er kunder med mistænkelig adfærd, som de har ekskluderet. Hvor bliver jeg tosset, når man har været trofast kunde hos jer i årevis


Kære Camilla/Boozt - ærgerligt at I slet ikke forstår pointen. Det er helt urimeligt at I pludselig ekskluderer os kunder, der ikke beholder nok af det, vi køber - uden nogen form for advarsel. At I sætter et standard svar på om, at I vil se, om der er fejl i jeres algoritme, gør mig kun endnu mere vred. Jeg kan godt fortælle dig, hvad der er galt med den algoritme - den skal virke fremadrettet, EFTER I har kommunikeret jeres nye policy ud til alle jeres kunder med klare retningslinjer for jeres returregler! Det her er en uanstændig behandling af jeres kunder. Du skriver også, at det en uetisk måde at handle på! Jeg har handlet hos jer i god tro i mange år, og fordi det har været dejlig nem måde at købe tøj og sko, når man har børn og et travlt arbejdsliv. Men meget af tøjet passer desværre ikke og må retur - præcis som hvis man stod i et prøverum. I skulle også overveje at jeres måde at køre rabat på hele tiden lægger op til, at man lægger flere bestillinger. Man bliver jo hele tiden bombarderet med 20 % rabat på overtøj/børnetøj/sko/sport/strik osv. 
På jeres hjemmeside skriver I, at man kan ringe til jeres kundeservice, hvis man er uenig, men der var absolut ingen imødekommenhed, så det er spild af tid. Øv for en dårlig kundebehandling - og så lige op til blackfriday/julehandel.",2019-11-27T15:42:24Z
2250,Elsker at handle på boozt.dk,5,"Elsker at handle på boozt.dk, lækre mærke og vare til gode priser. Levering er hurtigt og problemfrit. Mulighed for hurtigt returnering.",2019-11-27T14:17:39Z
2251,Driftsikker og altid med hurtig levering,5,Driftsikker og altid med hurtig levering.,2019-11-27T13:42:45Z
2252,Kun ros til Boozt,5,"Jeg har handlet på Boozt et utal af gange og det har altid været godt, billigt, nemt og hurtigt. 
Denne gang modtog jeg et produkt der var beskadiget, og i den forbindelse er der stor ros til deres kundeservice, de svarede lynhurtigt, var venlige og servideminded og gav god rabat på den beskadigede ting.",2019-11-27T11:01:20Z
2253,Super hurtig lige fra bestilling til levering,5,Super hurtig lige fra bestilling til levering,2019-11-27T09:23:58Z
2254,Rigtig fin service og meget hurtig…,4,"Rigtig fin service og meget hurtig levering. Dog lang tid man skal vente, hvis man sender noget retur og til man får sine penge igen. Men kan klart anbefales at handle der.",2019-11-27T09:23:15Z
2255,Vildt hurtig levering og pengene…,5,Vildt hurtig levering og pengene hurtigt retur for returvarer.,2019-11-27T08:03:59Z
2256,Godt udvalg og gode priser,5,Godt udvalg og gode priser. Fik varen jeg bestilte dagen efter,2019-11-27T06:34:58Z
2257,kan varmt anbefales :-),5,God service og hurtig levering.,2019-11-26T21:29:26Z
2258,Udelukkelse,1,"Jeg er blevet udelukket for at handle på Boozt på grund af deres “Fair use” politik. Jeg har ikke kunne få en konkret begrundelse for udelukkelsen. Men måske fordi jeg køber deres tøj på udsalg eller sender vare tilbage som ikke ønskes. 
Det er ikke noget jeg var blevet advaret om eller hørt om. 
Så pas på, man ved aldrig, hvornår deres “fair use” politik slår til ;-)",2019-11-26T21:12:08Z
2259,Hurtig og nem ekspedition også på…,5,Hurtig og nem ekspedition også på returvarerne.,2019-11-26T21:12:07Z
2260,Fine varer,4,Fine varer men savner gratis frakt og retur,2019-11-26T21:07:06Z
2261,Jeg er rigtig tilfreds men den  jakke…,5,Jeg er rigtig tilfreds men den  jakke jeg ha købt den er så fed🙂🙂💪💪,2019-11-26T21:00:00Z
2262,❤️❤️❤️,5,Den bedste ❤️❤️,2019-11-26T19:48:58Z
2263,Hurtig levering af ønsket vare.,5,"Hurtig levering

Nemt at returnere, når dette er nødvendigt",2019-11-26T19:44:38Z
2264,Bestilte varen om aftenen,5,Bestilte varen om aftenen. Den var allerede leveret dagen efter. Fantastisk service.,2019-11-26T19:13:43Z
2265,5-stjerners hjemmeside,5,"Hurtig levering, god service og ikke mindst god kvalitet til gode priser!",2019-11-26T18:59:49Z
2266,Jeg er stor fan af Boozt!,4,"Jeg er stor fan af Boozt og vender tilbage igen og igen fordi jeg synes det er forholdvis overskueligt udvalg (vigtigt for mig at jeg føler der er et stort udvalg uden det tager mig timevis at gennemgå det hele), det er utrolig nemt at returnere varer (uden jeg skal logge ind eller selv printe returlabel) og har nu også oplevet en reklamation som er håndteret med rigtig god service.

Når jeg ikke giver fem stjerner er det fordi jeg nogle gange savner at se tøjet på en model så man kan se hvad en vare kan styles med og evt længde på nederdel og bukser mm.",2019-11-26T16:42:57Z
2267,Intet at klage over tils videre.,5,"Intet at klage over tils videre. Pakken er en julegave, så måske skal den byttes?",2019-11-26T15:24:59Z
2268,Super hurtig og professionel betjening,5,Super hurtig og professionel betjening,2019-11-26T13:51:09Z
2269,hurtigt og problemfrit,5,hurtigt og problemfrit,2019-11-26T11:47:26Z
2270,Super service,5,"Super service, hurtig levering og så er det nemt",2019-11-26T11:07:51Z
2271,Stort knus!,5,"Super lækker kvalitet på både halstørklæde i mohair og rosa parcajakke. Flot forarbejdning. Også nem og hurtig bestilling og levering. Stort knus!
Dorte, Faxe",2019-11-26T10:04:21Z
2272,Hurtig og nemt,5,Hurtig og nemt,2019-11-26T09:54:58Z
2273,Super fin og hurtig levering.,5,Super fin og hurtig levering.,2019-11-26T09:47:31Z
2274,Super levering og returnering,5,"Fantastisk god og hurtig service - varen leveres inden for et par dage, og ved returnering sendes returkvittering også hurtigt. Min favorit-webshop! 🥰",2019-11-26T09:26:49Z
2275,Jeg er meget utilfreds med at der går 5…,1,"Jeg er meget utilfreds med at der går 5 uger før jeg får mine penge retur. Der har aldrig gået så lang tid, men fordi jeg bruger mobilepay går der nu op til 5 uger før pengene kommer retur når jeg returnerer varer det er ikke i orden",2019-11-26T09:01:37Z
2276,rigtig god service,5,rigtig god service,2019-11-26T08:49:13Z
2277,Får sin vare 2-3 dage efter man har…,5,"Får sin vare 2-3 dage efter man har bestilt 😊
Godt tøj.",2019-11-26T08:37:00Z
2278,Super nemt at bestille og super hurtig…,5,Super nemt at bestille og super hurtig levering. Bestilte lørdag og fik søndag. Så godt!,2019-11-26T08:11:06Z
